fuel_type,transmission,body_type,has_incidents,wheel_system,horsepower,maximum_seating,mileage,torque,year,combined_fuel_economy,legroom,major_options_count,size_of_vehicle,price,engine_type
5,0,5,0,2,177.0,5,7.0,200.0,2019,25.0,76.3,1.0,426.6,10.532,6.0
